fake_face,fake_motion,fake_sound,file_id,modality
1,1,0,b5fba5d6-51ac-41c9-9ad9-82fadb29ea10.mp4,video
1,1,0,3e6d7cd2-5d4d-457e-af32-e03677ca982e.mp4,video
1,1,0,74564566-f01b-4512-85e3-fff9fc587a2f.mp4,video
1,1,0,ecd6d546-df8e-4bf1-a633-e9689b665f03.mp4,video
1,1,0,63909fc5-4226-4ea4-995a-efde5d07bc86.mp4,video
1,1,0,dd6c66ba-2e81-43a7-a763-9deea7aef560.mp4,video
1,1,0,4ef81254-8238-4ef5-b0c0-8c4ad2ebcb4f.mp4,video
1,1,0,8c160e35-c7e5-48b2-ad08-c94db6ca7e83.mp4,video
1,1,0,af603939-47ea-4ec0-bae0-b339eca9116d.mp4,video
1,1,0,0bac581f-d058-4d8f-8628-9a81ac37ae5c.mp4,video
1,1,0,6ec11b96-51f3-4bcd-8ed8-53200b61b237.mp4,video
1,1,0,7c15158f-1b42-4955-979c-df5e5ca051a4.mp4,video
1,1,0,830741c2-841a-4419-8482-26212ac03573.mp4,video
1,1,0,8c7427c9-40ba-41b3-96dd-e58f9f032f76.mp4,video
1,1,0,1cc8ee04-faf6-422c-a138-47b3efd900e6.mp4,video
1,1,0,9e7359a7-6d30-4eaa-9592-d6f9e52607cd.mp4,video
1,1,0,3af6adf8-85db-404b-ae94-6f7362786524.mp4,video
1,1,0,816b41c8-db45-4c90-a43f-07f7971adcaf.mp4,video
1,1,0,afbc4354-368f-4329-a15f-085fed85a381.mp4,video
1,1,0,a984d573-639d-4e43-9342-73ee5be6a090.mp4,video
1,1,0,e4da050b-44c5-471b-a9a2-4438c200a850.mp4,video
1,1,0,0fabc14c-d6b3-42e0-b1aa-719078878080.mp4,video
1,1,0,c41a3693-7b2c-4a80-8d56-c6e8e961817a.mp4,video
1,1,0,d02cc0d3-ec0e-4500-8b94-4e586a236c98.mp4,video
1,1,0,318a41c2-1356-4607-819f-91023b16ea55.mp4,video
1,1,0,f95ec92a-81ca-405a-b396-ad70c2605af5.mp4,video
1,1,0,52932dfc-956e-4f8d-8242-bdd57cb21318.mp4,video
1,1,0,d58eb01e-a41e-417d-9cdd-000eb53ce66c.mp4,video
1,1,0,da0bbeb2-b931-4f01-8ecb-cb88e05f36b1.mp4,video
1,1,0,92cd285d-9f71-4c8d-970f-8415fbe0ed42.mp4,video
1,1,0,32492559-1084-4f4b-9050-5a5972ec59c3.mp4,video
1,1,0,c5d5b7b3-f0d4-4317-9ab3-0d3d5cf180ff.mp4,video
1,1,0,9240ec14-d70c-41de-b06e-58740cc3a323.mp4,video
1,1,0,e14074af-043c-4010-940a-77c0c38b7195.mp4,video
1,1,0,67621882-b2aa-4228-a812-120c9c47b65d.mp4,video
1,1,0,ccc07cc2-6809-4993-a4e2-119865deff5b.mp4,video
1,1,0,cd507c9e-c303-4f75-8c33-b4b7a1a79dcd.mp4,video
1,1,0,a9fef643-e5d7-4543-965a-eb0bc4247004.mp4,video
1,1,0,68afb674-b415-4651-ba01-28dc08d81de6.mp4,video
1,1,0,2097a116-e25f-4924-aaba-6705d6c06d70.mp4,video
1,1,0,46835aa4-d6c1-4e85-b8b3-72ed3c598062.mp4,video
1,1,0,a5b678f5-e363-4f02-9469-acd62ce8cf68.mp4,video
1,1,0,f61217f5-53c0-4749-9a2e-08af64e13466.mp4,video
1,1,0,f9b93714-7120-44ad-91f1-6f87e2791ef3.mp4,video
1,1,0,9d1d0365-3774-42aa-8d73-dd549e7a9658.mp4,video
1,1,0,c5efb230-c38e-402f-a8a8-0b4c811089ac.mp4,video
1,1,0,e8378b28-06f0-4700-8be9-2266e53c703a.mp4,video
1,1,0,31fc3692-d873-4fbf-9fbd-26c95503ba12.mp4,video
1,1,0,25562fba-a50c-42cf-b861-ed53d01405d8.mp4,video
1,1,0,8748deab-da72-484d-83f9-70d594116171.mp4,video
1,1,0,1042a8e5-1ebd-4cf6-a03b-9b53843ba98a.mp4,video
1,1,0,bb8cec8a-2f94-4331-89ea-3894378d9a05.mp4,video
1,1,0,488be4fd-19a5-4767-9ffa-04e007a990c6.mp4,video
1,1,0,b48e647e-07b0-41ec-b379-fd6595e8bb10.mp4,video
1,1,0,1927f1a1-1514-4f86-b27b-d2fc2707dfd8.mp4,video
1,1,0,31df8044-04f9-4d5e-83bc-2a12528adc3a.mp4,video
1,1,0,973f2c0e-4ba5-468a-b329-30923aac3426.mp4,video
1,1,0,e5a9c741-5d2b-4b14-b4e8-1c96f69ac2c7.mp4,video
1,1,0,cf99bb69-599b-4faa-970c-0ac135dbf0c3.mp4,video
1,1,0,a9d4f9b8-e68f-420a-9b5a-bea33b2b2202.mp4,video
1,1,0,50d87757-920f-4b94-b73e-75d3144d7d8e.mp4,video
1,1,0,1661808e-5157-493c-a5f3-5a06039cf41e.mp4,video
1,1,0,5530249f-fabe-4d96-a619-0907e7b4877e.mp4,video
1,1,0,322808d1-a0f3-462c-8d0e-5d7904effb37.mp4,video
1,1,0,2687ad50-9c9d-4b36-88ba-b51a054ab2f4.mp4,video
1,1,0,6bd1c6f2-1087-4242-afec-42443a9b9ae8.mp4,video
1,1,0,b4abae43-8e1c-4f9e-a565-8d18a0d7d2f3.mp4,video
1,1,0,6fa6eb79-910f-4bf2-b075-b26e743e2c12.mp4,video
1,1,0,f3c27062-4f49-4cb9-afd4-fd150d7121b9.mp4,video
1,1,0,d67a7f70-5b83-4050-a3ff-a306c86b6789.mp4,video
1,1,0,34ce8bfe-9c55-4ee0-921c-66433958e680.mp4,video
1,1,0,9e7261fb-29a9-417a-a826-c2486fa94c96.mp4,video
1,1,0,efcb595b-5b56-4c69-bbfd-d20a247ee7e4.mp4,video
1,1,0,70d974a7-3d95-4cce-bf8d-f2391718bf2c.mp4,video
1,1,0,c55a07bb-3d5a-4270-bf58-d4db17e3b6c0.mp4,video
1,1,0,93447f64-1079-43bf-8ae5-3b67cb2cd6c0.mp4,video
1,1,0,58803e84-e76d-452a-aa5d-ac0205ac53bb.mp4,video
1,1,0,1fb1b361-fa6e-4887-a264-3905bc8e2f75.mp4,video
1,1,0,4f3f29e9-8430-4365-a839-136c70c5124b.mp4,video
1,1,0,36bb0281-1ab8-499e-b1e5-e8670018758e.mp4,video
1,1,0,bc13d8fd-1c0e-4781-b480-3bac46c48686.mp4,video
1,1,0,2e80bd1e-fd3b-46a3-95c1-78441091c270.mp4,video
1,1,0,a862ce44-b551-48ac-9fd0-829559dd8ab0.mp4,video
1,1,0,c6d32f7d-444a-43e9-afce-3797eddcc138.mp4,video
1,1,0,c6d9677d-320a-4ea4-a921-414218143425.mp4,video
1,1,0,c3353f37-bf9e-45c7-a47a-ebfaffedc45e.mp4,video
1,1,0,95fce308-1f50-4a5e-80ab-25d44f7e3abe.mp4,video
1,1,0,532436e1-621b-433b-8179-1f23dc38af49.mp4,video
1,1,0,230648bc-4569-4ec7-85e7-a420f558dce9.mp4,video
1,1,0,9141dd65-3d63-4e35-bf01-630422815d2b.mp4,video
1,1,0,c64dd73e-0840-404c-90da-53ef7013fa88.mp4,video
1,1,0,e661f49d-1a0e-408e-9f4f-c54b46c6f6cf.mp4,video
1,1,0,deea19b7-0d0b-47d0-a579-a7b6a05d0eee.mp4,video
1,1,0,5ce5fc8a-a947-450c-9233-acef241b7437.mp4,video
1,1,0,53449029-f071-4ee7-8318-d3958db7f611.mp4,video
1,1,0,1912fe96-8e3b-4243-a996-0a3c3246bbc9.mp4,video
1,1,0,20449368-6e99-46fb-b279-1912ee4d6a9a.mp4,video
1,1,0,f327c2a6-bc64-4e92-918b-9dffb50510d0.mp4,video
1,1,0,acfab66c-ec1e-487e-84eb-ccd3b2a3f2aa.mp4,video
1,1,0,8a5580ef-ed9e-455e-989a-7267decd7840.mp4,video
1,1,0,e1d8c031-d170-4c4d-a1d4-6d176a06046e.mp4,video
1,1,0,f50ee238-e552-4381-a9f3-25f5de980b7b.mp4,video
1,1,0,9dcdfa58-2ef9-4921-961e-c72f33bf8ce6.mp4,video
1,1,0,d968dfd4-522d-4828-b4f5-5112441ddf01.mp4,video
1,1,0,5957f1cf-48bd-4d4a-a4c5-0931fa9d2abb.mp4,video
1,1,0,9130164f-ff7c-4cd3-9e1e-6e1d0a644d2e.mp4,video
1,1,0,c8bee0ef-e74c-4aa1-af85-b4fbe80220ac.mp4,video
1,1,0,a62b1af7-fd41-4507-b0ba-937edbbf6372.mp4,video
1,1,0,2b97d375-1486-447f-9f17-6f3227ffe9c6.mp4,video
1,1,0,3edd1140-e3e5-44be-a2c2-52d41496cbda.mp4,video
1,1,0,a7e4906d-fe97-4b3d-b2bf-f7885b92cb7f.mp4,video
1,1,0,c8ab12a1-3e7f-4a22-80c1-3f61c403d3a1.mp4,video
1,1,0,f9ce2a8c-d000-43e4-a1b2-f5cb254ce720.mp4,video
1,1,0,ece20083-edf5-4b5f-9090-3b0e318d986c.mp4,video
1,1,0,756807d5-40dd-4121-9943-f342bea33d5e.mp4,video
1,1,0,8455c34b-fec0-4b7a-9126-74454375cd24.mp4,video
1,1,0,06343a80-eeff-472f-8edb-2035b5f81708.mp4,video
1,1,0,f80be1c9-98ad-468e-a070-0a415a774c39.mp4,video
1,1,0,380ea669-2153-4310-a44c-bca85fe70b2b.mp4,video
1,1,0,3a78d05b-a721-4753-80c9-1eee0adefd1b.mp4,video
1,1,0,699e6831-56f7-4d68-98da-d58a3c124f8a.mp4,video
1,1,0,1f8699ed-d7b3-4c99-8f2a-9d5904a28e5c.mp4,video
1,1,0,a78b4053-9eeb-41a2-adac-d2098655c8de.mp4,video
1,1,0,176c9ef9-481d-4250-8400-48235ee1d713.mp4,video
1,1,0,df9cd0d5-dd66-449e-9f2b-885b47f3bafb.mp4,video
1,1,0,33138f3c-f005-4b8a-828e-a1960edef16e.mp4,video
1,1,0,6766d305-3c57-4dfb-88d3-cd255a825fce.mp4,video
1,1,0,dde74e02-83f4-4be8-b4a7-ebde0fffa89a.mp4,video
1,1,0,ed77cf77-f26a-4bcd-9690-9485ab322284.mp4,video
1,1,0,696cabe4-3a28-413d-9c61-6d92fef7c0f5.mp4,video
1,1,0,1e05860d-a1c0-4b7d-b0cc-144bfa77511f.mp4,video
1,1,0,68a14f2c-d327-4aef-84a4-099ca2e80bc4.mp4,video
1,1,0,ca1581c3-6943-48a7-8d1b-eacd857edb34.mp4,video
1,1,0,dd77c111-6991-46f2-823e-09521998028e.mp4,video
1,1,0,a3a686f3-a45b-433c-bca6-9585dbcb141b.mp4,video
1,1,0,5403a5ba-b13b-4c61-8b08-a6f2a1ebfb5b.mp4,video
1,1,0,4a635026-54c8-4435-a9ad-38c269566ca1.mp4,video
1,1,0,c22fbb77-b608-4b4b-8456-95b52a3505bd.mp4,video
1,1,0,1d024747-8c4e-4a16-a2c9-265d057e174e.mp4,video
1,1,0,47d6380f-f903-42b4-9dcb-e983d8ba19d4.mp4,video
1,1,0,9f45ca0d-dd5d-4086-b3d9-6b5b54f429fb.mp4,video
1,1,0,85a426ff-8ca7-4cfa-ad63-5cbb2c0885dd.mp4,video
1,1,0,ba3b0d04-072c-4980-bb12-3c1ff63416f0.mp4,video
1,1,0,5aaa26fc-32b1-4719-a863-d9a8ecdeb425.mp4,video
1,1,0,680aca81-97c8-4cc5-bcf6-e131d6bc801d.mp4,video
1,1,0,ba642d12-2631-49a4-9a5c-3a962ddfd511.mp4,video
1,1,0,a0777cd6-52e9-4426-b034-82705f06d431.mp4,video
1,1,0,0501838e-afbf-4a62-aae9-bd7d08ba7cf9.mp4,video
1,1,0,cdb881f0-52fd-4916-a250-eab110ac9302.mp4,video
1,1,0,518ad876-c0a1-44c6-a27d-1e6ddc0dd84b.mp4,video
1,1,0,b10a1dcc-c625-45da-ba25-fe5591cf4d89.mp4,video
1,1,0,69a9e1a7-a530-4974-954f-c91f61ea9489.mp4,video
1,1,0,9d250e06-3bc1-4c2a-a45f-9500b86a53fb.mp4,video
1,1,0,3e9b5808-25b2-4767-ae90-4a7ea89db302.mp4,video
1,1,0,8655edb3-9df6-4aaa-80e0-cc3864ae6730.mp4,video
1,1,0,5782b71a-504e-493d-aed5-75c3f1d9d02c.mp4,video
1,1,0,cd65433f-2952-432d-996c-0165b039bfd8.mp4,video
1,1,0,49d2dc68-9c5f-42dd-8c39-71771eb21406.mp4,video
1,1,0,d7fa1f7e-8ae9-41bd-9d29-1b4dc47421b1.mp4,video
1,1,0,dc9af970-c521-4e7e-b1cb-aaf56e93520b.mp4,video
1,1,0,4d8597ae-8489-4b83-b101-94d62fd00f4a.mp4,video
1,1,0,6db529b4-eb63-45e4-8441-5615706603da.mp4,video
1,1,0,f7085971-08e3-4a24-aefd-27e57654e33c.mp4,video
1,1,0,d4487837-b3f2-4eab-a71f-cb99678e4c31.mp4,video
1,1,0,2a94b85f-14fa-4a3a-9d9d-a131ee34ebd6.mp4,video
1,1,0,ec7a35dd-b736-4246-8a5a-64743babafd5.mp4,video
1,1,0,a2d5c40d-7910-4140-8600-e7a9e94b7705.mp4,video
1,1,0,c32a4f4e-f3cd-4fc2-b98f-3b3681c5c24a.mp4,video
1,1,0,29d5b142-e617-44b5-bc03-c3239c8da560.mp4,video
1,1,0,841b8914-5378-49d4-ad7b-50e64f6f4bb0.mp4,video
1,1,0,d343489b-17a9-4029-818e-c95360c01036.mp4,video
1,1,0,16308c10-472f-4cf8-b754-36d9845608e7.mp4,video
1,1,0,5d56c77d-afca-456f-938c-9343924cbe2b.mp4,video
1,1,0,7485ceda-1132-4d2c-8ad6-7b46464105ba.mp4,video
1,1,0,4ae7ca73-336c-4298-b581-74a25beb5dfa.mp4,video
1,1,0,2b802aa8-e09e-4647-9428-35b2b20ff33f.mp4,video
1,1,0,4a59403e-9cfc-4df7-8c8f-81a0ad973d2e.mp4,video
1,1,0,d5d65e26-2bef-431f-8955-d9b339e41a2d.mp4,video
1,1,0,1ce598ec-62d1-45a2-aeaf-e634c4a164ed.mp4,video
1,1,0,3f1a088e-aac8-4cc7-b928-8b1da95740e7.mp4,video
1,1,0,51bd10b1-90f8-48fb-841b-93008df36e50.mp4,video
1,1,0,19cb6a7e-ca37-4884-84a3-cb5405a563f3.mp4,video
1,1,0,cb31fa3a-21ea-4369-9109-bd908d74c538.mp4,video
1,1,0,c4822439-dae5-4169-bac3-8c8756cf20af.mp4,video
1,1,0,550ba905-0688-4f02-b01f-06fdab52f99e.mp4,video
1,1,0,2fbce6e9-a199-401b-8d60-d87b6c69bd7d.mp4,video
1,1,0,f4de9742-abee-4f22-b8c4-7b19e9a7d166.mp4,video
1,1,0,5dbbe3c3-54c2-4f71-9da2-dc4f1ffea44b.mp4,video
1,1,0,0cfe6367-ec20-4999-a2b0-bdf3a7ba9656.mp4,video
1,1,0,3e7a77d2-342f-4f40-8652-cd81a10f7a40.mp4,video
1,1,0,3eeb3351-f149-4945-8875-19c32fa609ca.mp4,video
1,1,0,88f1c761-b908-4e62-861e-4a40d6b22f68.mp4,video
1,1,0,7f209142-de9c-45b2-88bf-dcf3dbaa8095.mp4,video
1,1,0,66d1b310-c78c-4a65-b500-8100f26bde29.mp4,video
1,1,0,91d45083-3cf6-4ac4-bf4b-3607c2045071.mp4,video
1,1,0,e3cdfa02-13a1-4c3a-8e36-b0b8268caf59.mp4,video
1,1,0,457fddb9-a0b5-4ae3-b86e-7c541bfe8479.mp4,video
1,1,0,85aae911-8e8a-42d9-aa54-c06955dc2732.mp4,video
1,1,0,b3bdb0f8-20c2-4cfd-9b9f-842c42ee1388.mp4,video
1,1,0,2904d096-76df-46a6-b7f8-7cbb80fcf897.mp4,video
1,1,0,68551383-60e2-4f3b-bef4-59f8d9181ce0.mp4,video
1,1,0,44c26e89-507e-446c-9e4a-c425b063de69.mp4,video
1,1,0,b052434a-a8f5-41d7-b91c-bfbc4bdfaade.mp4,video
1,1,0,07293a59-ac6d-4e2a-847d-b7ec95ff76a3.mp4,video
1,1,0,f93f6c6d-0eed-407c-8158-b4f41edee7ef.mp4,video
1,1,0,57a0bae9-58ca-4e57-b093-f12bb2fc3a75.mp4,video
1,1,0,396b4249-212b-46fb-9f15-0596abb0b419.mp4,video
1,1,0,5786162b-7392-4c3e-8cb0-e80e251fc02c.mp4,video
1,1,0,515444ae-f7a1-46a3-917d-c1798afc68cc.mp4,video
1,1,0,2b01fac3-7f28-42d1-9a7f-2e69e15e913d.mp4,video
1,1,0,f97c489f-6d89-40b5-ad18-242b09174da9.mp4,video
1,1,0,a350fe50-ec04-446c-bb60-7040289682cf.mp4,video
1,1,0,cbb5e16a-142f-4421-9eed-1a29d1ed6e90.mp4,video
1,1,0,c127a26c-12a4-43c8-92a9-35c87f4c8826.mp4,video
1,1,0,c23b3a7e-6b14-4bc9-ae87-7e4267659c35.mp4,video
1,1,0,331ec7e8-6822-4c36-a59b-0e628833569c.mp4,video
1,1,0,140433e5-ccf8-4148-9904-777fa03c7479.mp4,video
1,1,0,4187aa45-2a11-4c97-9060-4b3acb3fd3eb.mp4,video
1,1,0,9e9e91cb-11e7-4fb8-91c9-42562b348762.mp4,video
1,1,0,d2f8ddf4-0660-4de5-b176-07d8e6193bf3.mp4,video
1,1,0,688b10f6-8e88-448d-b823-2fba87d3f988.mp4,video
1,1,0,ca7601f8-a9c0-4a42-993a-70ed55518024.mp4,video
1,1,0,63e27a06-0334-474d-9a67-1cb29cb12e53.mp4,video
1,1,0,4eb61c37-6b8c-4b0f-ad82-81609a6ceb73.mp4,video
1,1,0,edfb3a3e-5447-4f47-878b-c05a9451891d.mp4,video
1,1,0,2f0b6f84-f55b-41aa-8594-8d0124928474.mp4,video
1,1,0,7f802274-5c26-4b23-8d22-b3e87186895d.mp4,video
1,1,0,0ae39a89-2f0c-4549-a4a4-cc1d62e75789.mp4,video
1,1,0,a96c8d18-a5ea-46ea-b4b3-e6f1c3124796.mp4,video
1,1,0,443882c1-7556-469f-8155-1870cf13abc6.mp4,video
1,1,0,ec3a0a6e-4c67-407d-8a2d-6cb12d62fdb8.mp4,video
1,1,0,87d58ffc-0fff-4dc2-9db2-e2e6019b1e3b.mp4,video
1,1,0,4e46737f-fe61-4749-af42-271f977a3164.mp4,video
1,1,0,5d6029ee-4ebe-4fa8-9213-f184e3dd650e.mp4,video
1,1,0,47a0f465-9a83-4a61-93bd-ce804e9d31de.mp4,video
1,1,0,fccc8348-4b97-456b-86c9-c02701a473c2.mp4,video
1,1,0,a927efe8-8abf-46c7-b327-9658c46db3f7.mp4,video
1,1,0,1c0d60f6-b3fb-4449-bdb8-504a0346c8c0.mp4,video
1,1,0,0df17c71-23ab-4c84-a594-7f399f3a9829.mp4,video
1,1,0,5cf95f30-8d9e-4ce1-a985-d84ad4f873ee.mp4,video
1,1,0,6ff0f49c-9951-4668-a396-95a1dd5fc84a.mp4,video
1,1,0,93f17b73-5baf-454e-a7ca-8b93c30e3d1e.mp4,video
1,1,0,0078a837-0b8e-45f0-9387-eb08904c3436.mp4,video
1,1,0,4efdf3d9-190a-47e6-a1ac-9bf0862c7bcb.mp4,video
1,1,0,b4b5fcf5-bf55-4661-a4af-872bbcaaf22b.mp4,video
1,1,0,d75edb98-c4cf-4c4d-8b78-58f0a828b209.mp4,video
1,1,0,b217dd46-df4e-4cf6-8044-94315bca0382.mp4,video
1,1,0,812db085-a359-4cae-aafb-48c3984a2d1d.mp4,video
1,1,0,784bffcf-f9ef-4493-be9e-5dc5196f529f.mp4,video
1,1,0,878e736d-5965-4fba-b1dc-efcfec7b45ef.mp4,video
1,1,0,f92e3a93-f441-43bc-9733-7439331a3525.mp4,video
0,0,1,128211bc-07a2-468e-b144-3c61d682b375.wav,audio
0,0,1,2e8476c8-a449-43da-a12b-f530205f219f.wav,audio
0,0,1,aa223645-9069-4c00-be6b-fd75975a28eb.wav,audio
0,0,1,1faf1295-d017-41a8-a93f-5d29a4d8e150.wav,audio
0,0,1,48611bc2-9ae5-4db5-84e9-353ef10139fa.wav,audio
0,0,1,3e39fe7d-0414-44bb-a8b1-e919981e3c8d.wav,audio
0,0,1,fa9a3a07-7c50-4325-bd07-ef795e34f79d.wav,audio
0,0,1,356743d2-6503-4849-a058-9823154cc74f.wav,audio
0,0,1,3273c467-5d31-44b2-a837-46ef71154b12.wav,audio
0,0,1,5abb5866-c14d-451f-a8e8-a6a299785090.wav,audio
0,0,1,44c3f008-cfbf-4aae-b23a-966424eaaa3a.wav,audio
0,0,1,4807913b-6221-43a6-9901-8895e6c6a673.wav,audio
0,0,1,a231bae0-4b92-4831-8d67-71df8fbc8335.wav,audio
0,0,1,706bbca5-fb56-4e62-a156-24ed3afcb11c.wav,audio
0,0,1,73fb4f14-65ef-4f36-80a4-c943d9a07953.wav,audio
0,0,1,23ddb9d4-66ba-4e92-8de1-e7e8410ff983.wav,audio
0,0,1,1db31ffa-c33d-4299-b139-76be11bdc88d.wav,audio
0,0,1,fc99166d-0181-4f9b-a275-00a2d5b4f4af.wav,audio
0,0,1,b505e81f-903f-4ad6-a293-d5768397c61f.wav,audio
0,0,1,260903bb-e3b2-4b1b-a7b3-cb68d79dc8a8.wav,audio
0,0,1,c3e55aba-bcc5-48ce-a52d-f5965075dd10.wav,audio
0,0,1,5a9490ec-9507-4958-8610-36598ed387e3.wav,audio
0,0,1,c5c1224c-6129-4ee2-900a-5a0b396bcd07.wav,audio
0,0,1,9060c6ec-340c-46af-a4d2-a8ce6ea507c6.wav,audio
0,0,1,9bdd02b1-0511-4893-b028-4c6272693a25.wav,audio
0,0,1,c5d93316-ded6-40c2-8c90-dafd196ccd1b.wav,audio
0,0,1,8c1ebd9d-e16e-41c0-81b8-651654e7c172.wav,audio
0,0,1,8c6dcf3c-e792-4911-b812-b9fa4e27f636.wav,audio
0,0,1,e673f0cd-30bc-439f-87da-b47a99399a88.wav,audio
0,0,1,a8eb2d36-65c2-4942-9885-8c8385d52136.wav,audio
0,0,1,9732e4a5-2bce-40de-8595-dc457f677c1e.wav,audio
0,0,1,5f0a52a6-0b5d-477e-b3ac-b8fa215ecffc.wav,audio
0,0,1,92412f57-c218-4820-bf63-e20386c0d01d.wav,audio
0,0,1,3988b3c4-4218-4c62-a9c0-4b193e70de6a.wav,audio
0,0,1,c8c439bc-d2e5-4968-8e9d-a38796a19c5b.wav,audio
0,0,1,9c17f590-62a0-4173-bd5e-598d2f09fbec.wav,audio
0,0,1,e7c31b73-9042-4e1f-bae8-8f91af204f9d.wav,audio
0,0,1,14945618-3a51-4211-b9a8-33d2a04c0395.wav,audio
0,0,1,adb13b13-3960-41e2-9048-a0443772905f.wav,audio
0,0,1,8cce9aaf-1ddf-4d25-b988-bafdcce07d03.wav,audio
0,0,1,1a3ed0a1-bdc5-4731-8470-c64052f9c9b0.wav,audio
0,0,1,e4aa8729-81f3-435f-9ff7-7240ff862503.wav,audio
0,0,1,9da6f415-1667-4118-9e38-c758aa5dc566.wav,audio
0,0,1,1ee0c4c8-5f1e-46a0-890a-849d37e0dc02.wav,audio
0,0,1,daca93ea-fea2-48dd-8c5c-304dad88d6f9.wav,audio
0,0,1,e951b5c3-5c76-44a2-81ad-9ec71491e16b.wav,audio
0,0,1,4774eb7f-9840-408b-959e-89af9093885d.wav,audio
0,0,1,e864cced-0fbf-4c29-8c39-f26b01565680.wav,audio
0,0,1,4e227729-3e69-4c41-9a5e-d9bbb0d856e8.wav,audio
0,0,1,a14b7a95-d925-400e-9697-8a19d866687d.wav,audio
0,0,1,6b2314b4-79ed-4618-a849-797781faa366.wav,audio
0,0,1,2b0ac81c-d01f-4920-8443-ab924a23335e.wav,audio
0,0,1,3d39ade3-3189-4d37-895d-974173d42c9e.wav,audio
0,0,1,d3df2e4e-73a5-4fa8-9748-4393b4585e51.wav,audio
0,0,1,20e5d0dd-42f0-4051-b58d-2b416dc4541f.wav,audio
0,0,1,bb93aab0-be42-4b17-a492-9a7072e52ae6.wav,audio
0,0,1,d55d27a8-e8d9-4a6c-b54d-a6623c44305e.wav,audio
